"Collection Name","Title#1","Subtitle#1","Alternative Title#1","Alternative Title#1$2","Alternative Title#1$1","Alternative Title#1$4","Alternative Title#1$3","Title#2","Name Part#1","Name Part Date#1","Name Display Form#1","Name Role Term Text#1","Name Type#1","Name Authority#1","Name Part#2","Name Part Date#2","Name Display Form#2","Name Role Term Text#2","Name Authority#2","Name Part#3","Name Part Date#3","Name Display Form#3","Name Authority#3","Name Part#4","Name Part Date#4","Name Display Form#4","Name Authority#4","Name Part#5","Name Display Form#5","Name Authority#5","Type of Resource#1","Genre#1","Genre Authority#1","Genre Type#1","Place Term#1","Place Term Type#1","Place Term Authority#1","Publisher#1","Publisher#1$1","Publisher#1$2","Date Issued#1","Date Issued#1$1","Date Issued#1$2","Date Created#1","Date Captured#1","Edition#1","Place Term#2","Place Term Type#2","Place Term Authority#2","Publisher#2","Date Issued#2","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Language Term Type#1","Form#1","Form Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Physical Description Note#1","Note#1","Note#2","Note#3","Note#4","Note#5","Note#6","Note#7","Note#8","Note#9","Note#10","Note#11","Subject Topic#1","Subject Topic#1$4","Subject Topic#1$3","Subject Topic#1$6","Subject Topic#1$5","Subject Topic#1$8","Subject Topic#1$7","Subject Topic#1$9","Subject Topic#1$2","Subject Topic#1$1","Subject Authority#1","Subject Geographic#1","Subject Geographic Authority#1","Subject Temporal#1","Subject Temporal Authority#1","Subject Title Info#1","Subject Name#1$1","Subject Name#1$2","Subject Geographic Code#1","Subject Geographic Code Authority#1","Subject Genre#1$2","Subject Genre#1$1","Subject Genre#1$3","Subject Genre#1","Subject Genre Authority#1","Subject Cartographics Scale#1","Subject Cartographics Scale#1$1","Subject Cartographics Scale#1$2","Subject Cartographics Coordinates#1$1","Subject Cartographics Coordinates#1$2","Subject Cartographics Coordinates#1","Subject Geographic#2","Subject Geographic Authority#2","Subject Geographic#3","Subject Geographic Authority#3","Subject Geographic#4","Subject Geographic Authority#4","Related Item#1","Related Item Type#1","Related Item Identifier#1","Related Item Identifier URI#1","Identifier#1","Identifier Type#1","Identifier URI#1","Physical Location#1","Physical Location Type#1","Shelf Identifier#1","Location URL#1","Rights#1","Rights#2","Rights#3","Rights#4","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Colorado Historical Maps","Clason's irrigation map of the Arkansas Valley, Colorado","","Irrigation map of the Arkansas Valley, Colorado","","","","","","Clason Map Co.","","Clason Map Co.","","","http://id.loc.gov/authorities/names/nr98013404","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","Clason Map Company","","","[between 1911 and 1920?]","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map ; 42 x 63 cm, on sheet 47 x 71 cm, folded to 24 x 9 cm","reformatted digital","","Relief shown by hachures and spot heights","Date derived from presence of Crowley County, created in 1911","Shows county borders; towns; bodies of water including reservoirs; railroads; and township, range, and sections grid. Covers area from Otero-Pueblo County line in west, to Colorado-Kansas state line in east, Kiowa-Cheyenne County line in north, and northernmost part of Las Animas and Baca counties in the south","""McClelland Land Company, Limon, Colo.""--Lower right, overprinted in red ink","","","","","","","","Irrigation--Colorado--Maps","","","","","","","","","","lcsh","Arkansas River Canyon (Fremont, Colorado, United States, North America) (valley)","GNIS: 191814","","","","","","","","","","","Maps","lcgft","Scale approximately 1:280,000","","","","","(W 104°03'00""--W 102°02'00""/N 38°23'00""--N 37°36'00"")","","","","","","","","","","","maps_coHistorical_clasonsArkansasValley_d.jp2","local","Catalog record: https://libraries.colorado.edu/record=b8033745","Jerry Crail Johnson Earth Sciences & Map Library","current","G4311.J4 1911 .C5","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","200","4742","maps_coHistorical_clasonsArkansasValley_d.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~200~232456"
"Colorado Historical Maps","Clason's Map of the San Luis Valley","","","","","","","","Clason Map Co.","","Clason Map Co.","","","http://id.loc.gov/authorities/names/nr98013404","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","Clason Map Co.","","","1908","","","1908","2/19/2019","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map; 64 x 42 cm, on sheet 73 x 49 cm","reformatted digital","Transferred from the Archives, University of Colorado at Boulder Libraries July 2004; 242. University of Colorado Historical Collections; Hall, Babbitt, & Thayer papers. C.U. Libraries has two copies. c. 1 has torn upper right corner; c.2 has torn upper right corner which cuts off part of northeastern section of inset map of Colorado. Both copies have repaired areas on edges. Neither appears to have originally been folded.","Relief shown by hachures and spot heights.","Blue line print.","Inset: Map of Colorado showing location of the ""sunny"" San Luis Valley.","Shows towns, railroads, roads, bodies of water, ditches, national forests, and township and range grid. Also shows boundary lines for Saguache, Rio Grande, Costilla, and Conejos counties.","","","","","","","","","","","","","","","","","","","San Luis Valley (Alamosa, Colorado, United States, North America) (valley)","GNIS: 1930540","","","","","","","","","","","","","Scale approximately 1:206,000","","","","","W 106°22'00""--W 105°24'45""/N 38°07'15""--N 37°00'00""","","","","","","","","","","","maps_coHistorical_clasonsSanLuis1908.jp2","local","","Jerry Crail Johnson Earth Sciences & Map Library","current","G4312.S35G3 1908 .C5","Catalog record: https://libraries.colorado.edu/record=b10889940","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","87","4715","maps_coHistorical_clasonsSanLuis1908.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~87~223197"
"Colorado Historical Maps","Clason's map of the San Luis Valley","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","","Geographic","http://id.loc.gov/authorities/names/n79018774","","","","","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","","","reformatted digital","","","","","","","","","","","","","","","","","","","","","","","lcsh","","","","","","","","","","","","","Maps","lcgft","","","","","","","","","","","","","","","","","[none]","","Catalog record: https://libraries.colorado.edu/record=b10889940","Jerry Crail Johnson Earth Sciences & Map Library","current","G4312.S35G3 1908 .C5","","[Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.]","","","","97","4742","","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~97~"
"Colorado Historical Maps","Clason's map of the Sterling Land District, Colorado","Showing unappropriated government lands","","Section map of the Sterling Land District, Colorado : showing 350,000 acres of free government land","Sterling Land District, Colorado","","","","Clason Map Co.","","Clason Map Co.","","","http://id.loc.gov/authorities/names/nr98013404","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","Clason Map Company","","","1916","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map : color ; 43 x 50 cm","reformatted digital","","Shows railroad lines and natural water features. Shows all or part of the following counties: Weld, Logan, Sedgwick, Phillips, Morgan, Washington, and Yuma","Township and range grid","Text explains land survey system","CU Libraries copy has three of the last 5 five lines of text blacked out under Explanation section","Map Library instruction","","","","","","","","Public lands--Colorado--Washington County--Maps","Public lands--Colorado--Yuma County--Maps","Public lands--Colorado--Maps","Public lands--Colorado, Northeastern--Maps","Public lands--Colorado--Logan County--Maps","Public lands","Public lands--Colorado--Weld County--Maps","Public lands--Colorado--Sedgwick County--Maps","Public lands--Colorado--Morgan County--Maps","lcsh","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","","","Maps","lcgft","Scale approximately 1:66,000","","","","","(W 104°--W 102°/N 41°--N 39°24ʹ38ʺ)","","","","","","","","","","","maps_coHistorical_1916_ClasonsSterlingLand.jp2","local","Catalog record: https://libraries.colorado.edu/record=b8033696","Jerry Crail Johnson Earth Sciences & Map Library","current","G4311 .G5 1916 .C5","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","195","4742","maps_coHistorical_1916_ClasonsSterlingLand_b.jp2|maps_coHistorical_1916_ClasonsSterlingLand.jp2",""
"Colorado Historical Maps","Colorado","","","","","","","","Unidentified author","","","","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","[United States]","Geographic","","[Publisher not identified]","","","Circa 1885","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: color; 57 x 42 cm + 1 leaf index","reformatted digital","","Relief shown by hachures.","Date derived from presence of Archuleta County, created in 1885. North Park still shown as part of Grand County, rather than Larimer County, which North Park later became part of in 1886 after a decision by the Colorado Supreme Court.","""58""--Plate number in upper right margin.","""Copyright secured""--Below scale bar.","Longitude west from Greenwich and Washington.","CU Libraries copy has handwritten note in pencil in lower right margin, ""Phila. Bradley 1887.""","CU Libraries copy has filed with map 1 separate leaf, ""Colorado--Index"" listing counties with populations as of 1880 census, and cities and towns.","","","","","","","","","","","","","","","lcsh","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","","","Maps","lcgft","Scale approximately 1:1,267,200","","","","","W 109°03'00""--W 102°02'00""/N 41°00'00""--N 36°59'00""","","","","","","","","","","","maps_coHistorical_colorado1887.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10154095~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1885 .C6","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","79","4557","maps_coHistorical_colorado1887.jp2|maps_coHistorical_colorado1887_index.jp2",""
"Colorado Historical Maps","Colorado","","","","","","","","Mitchell, S. Augustus","1792-1868","Mitchell, S. Augustus (Samuel Augustus), 1792-1868","","","http://id.loc.gov/authorities/names/n50036750","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","[Philadelphia (Pa.)]","Geographic","http://id.loc.gov/authorities/names/n78095520","S. Augustus Mitchell","","","1878","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: color; 30 x 36 cm","reformatted digital","","Relief shown by hachures.","""Longitude west from Greenwich.""--Top border. ""Longitude west from Washington.""--Bottom border.","Detailed topography.","Shows the range and township. Also shows counties and Indian reservation.","""90""--Lower right margin.","","","","","","","","","","","","","","","","","","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","","","Maps","lcgft","Scale 1:1,900,800. 1 inch to 30 miles","","","","","W 109°03'00""--W 102°02'00""/N 41°00'00""--N 36°59'00""","","","","","","","","","","","maps_coHistorical_vineMotif1878_front_d.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10132770~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1878 .M5","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","64","4557","maps_coHistorical_vineMotif1878_front_d.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~64~189737"
"Colorado Historical Maps","Colorado","","","","","","","","Geological Survey (U.S.)","","Geological Survey (U.S.)","","","http://id.loc.gov/authorities/names/n80092173","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Reston (Va.)","Geographic","http://id.loc.gov/authorities/names/n79065106","U.S. Geological Survey","","","2001","","","","","","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","U.S. Geological Survey","2001","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 relief map : color ; 82 x 102 cm","reformatted digital","","Relief shown by shading","Created digitally from National Elevation Dataset with illumination from northwest by simulated sun 55⁰ above horizon. NED is a raster product designed to provide national elevation data in a seamless form with a consistent datum, elevation unit, and projection","Includes location map, legend, text and state information","","","","","","","","","","","","","","","","","","","","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","","","Physical maps","lcgft","Scale 1:650,000 ;|bLambert conformal conic projection","","","","","(W 109⁰07ʹ--W 102⁰00ʹ/N 41⁰00ʹ--N 37⁰00ʹ)","","","","","","","","","","","maps_coHistorical_USGSrelief_2001_d.jpg","local","Catalog record: https://libraries.colorado.edu/record=b3414192","Jerry Crail Johnson Earth Sciences & Map Library","current","G4311.A4 2001 .G4","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","127","4742","maps_coHistorical_USGSrelief_2001_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~127~232488"
"Colorado Historical Maps","Colorado and Kansas","","","","","","","","O.W. Gray & Son","","O.W. Gray & Son","","","http://id.loc.gov/authorities/names/n81071605","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","[Philadelphia (Pa.)]","Geographic","http://id.loc.gov/authorities/names/n78095520","[O.W. Gray & Son]","","","Circa 1875","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: hand colored; 30 x 38 cm","reformatted digital","","Relief shown by hachures and spot heights.","Date derived from presence of counties. Shows counties formed in 1874. Does not show San Juan County, formed 1876. Also shows ""San Juan Purchase, Sept. 13, 1873.""","Prime meridians: Greenwich and Washington.","""114""--Upper right-hand margin.","Possibly from: The National Atlas, containing elaborate topographical maps of the United States and the Dominion of Canada, with plans of cities and general maps of the world"" (Philadelphia: O.W. Gray & Son, 1875).""","Back of Colorado map shows the eastern half of Kansas.","","","","","","","","","","","","","","","","","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","","","Maps","lcgft","Scale 1:1,900,800. 1 inch = 30 statute miles","","","","","W 109°05ʹ--W 102°00ʹ/N 41°00ʹ--N 37°00ʹ","Kansas (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n79007369","","","","","","","","","maps_coHistorical_colorado1875_front_d.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10132793~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1875 .G68","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","72","4557","maps_coHistorical_colorado1875_back_d.jp2|maps_coHistorical_colorado1875_front_d.jp2",""
"Colorado Historical Maps","Colorado, 1964","","","","","","","","Colorado. Department of Highways. Planning and Research Division","","Colorado. Department of Highways. Planning and Research Division","cartographer","","http://id.loc.gov/authorities/names/n84192754","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","[Colorado]","Geographic","http://id.loc.gov/authorities/names/n80125532","Department of Highways, Planning and Research Division","","","1964","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map ; on sheet 56 x 71 cm","reformatted digital","","Relief shown by spot heights","","","","","","","","","","","Road --Colorado--Maps","","","","","","","","","","lcsh","","","","","","","","","","","","","Maps","lcgft","Scale approximately 1:950,000. 1 in. = approximately 15 miles","","","","","(W 109°03'00""--W 102°02'00""/N 41°00'00""--N 36°59'00"")","","","","","","","","","","","maps_coHistorical_colorado1964_d.jpg","local","Catalog record: https://libraries.colorado.edu/record=b8958813","Jerry Crail Johnson Earth Sciences & Map Library","current","G4311.P2 1964 .C6","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","111","4742","maps_coHistorical_colorado1964_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~111~232506"
"Colorado Historical Maps","","","Colorado and New Mexico","","","","","Colorado; New Mexico","Cram, George Franklin","1841-1928","Cram, George Franklin, 1841-1928","","","http://id.loc.gov/authorities/names/n50020619","George F. Cram Company","","","","http://id.loc.gov/authorities/names/n50017136","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Chicago (Ill.)","Geographic","http://id.loc.gov/authorities/names/n78086438","George F. Cram","","","Between 1884 and 1887","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","2 maps: color; 24 x 30 cm","reformatted digital","","Relief shown by hachures.","Colorado maps shows Archuleta County, created in 1885, but not Logan or Washington Counties, created in 1887.","New Mexico map shows Sierra County, created in 1884, but not San Juan County, created in 1887.","Shows drainage, railroads, counties, Indian reservations, etc.","Prime meridians: Greenwich and Washington.","Detached from a Cram atlas, pages 69-70.","","","","","","","","","","","","","","","","lcsh","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","","","Maps","lcgft","Scale approximately 1:2,300,000","","","Colorado: W 107°07ʹ--W 102°00ʹ/N 41°00ʹ--N 37°00ʹ","New Mexico: W 109°00ʹ--W 103°00ʹ/N 37°00ʹ--N 31°22ʹ","","New Mexico (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n79005595","","","","","","","","","maps_coHistorical_colorado1886.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10154096~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1885 .C7","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","80","4557","maps_coHistorical_colorado1886.jp2|maps_coHistorical_colorado1886_back.jp2",""
"Colorado Historical Maps","Colorado historical average annual stream flows (acre feet)","","","","","","","","Colorado.Office of the State Engineer","","Colorado. Office of the State Engineer","","","http://id.loc.gov/authorities/names/n82131623","Colorado.Division of Water Resources.Hydrographic Branch","","Colorado. Division of Water Resources. Hydrographic Branch","","http://id.loc.gov/authorities/names/n00000736","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","Division of Water Resources","","","2003","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map : color ; 38 x 51 cm","reformatted digital","","""Historic averages obtained from USGS Water-Data Report CO-02.""","""Prepared by the Hydrographic Branch.""","","","","","","","","","","Streamflow--Colorado--Maps","","","","","","","","","","lcsh","","","","","","","","","","","","","Maps","lcgft","","","","","","","","","","","","","","","","","maps_coHistorical_avgAnnualStreamFlow_2003_d.jpg","local","Catalog record: https://libraries.colorado.edu/record=b4151312","Jerry Crail Johnson Earth Sciences & Map Library","current","G4311.C3 2003 .C6","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","124","4742","maps_coHistorical_avgAnnualStreamFlow_2003_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~124~232482"
